payment_type,datetime,transaction_id,transaction_success,failure_reason
Card,2021-07-06 09:08:18,652382,N,CVV
Card,2021-02-09 10:39:16,447928,N,Insufficient funds
Card,2021-03-24 14:02:24,671226,N,CVV
Electronic,2021-12-26 11:25:20,476558,Y,
Wallet,2021-04-03 12:39:19,615977,N,Insifficient funds
Electronic,2021-05-19 12:32:22,541112,N,Gateway error
Card,2021-01-06 20:31:05,29141,Y,
Electronic,2021-10-30 17:52:35,661455,Y,
Wallet,2021-07-01 15:30:49,674403,N,Authentication error
Wallet,2021-02-03 09:31:38,560508,N,Gateway error
Electronic,2021-07-21 12:00:02,605388,Y,
Wallet,2021-09-12 11:03:01,122784,Y,
Card,2021-08-29 19:46:56,14331,Y,
Card,2021-06-14 16:11:46,728074,Y,
Wallet,2021-10-15 16:52:16,645965,Y,
Wallet,2021-12-22 08:08:09,661279,Y,
Wallet,2021-10-18 09:50:16,605920,N,Insifficient funds
Card,2021-04-14 20:16:33,940251,N,CVV
Electronic,2021-06-10 08:52:27,30418,Y,
Electronic,2021-03-19 16:38:41,85223,Y,
Wallet,2021-02-04 20:39:36,948319,N,Gateway error
Card,2021-04-15 09:47:17,170738,N,Gateway error
Wallet,2021-09-19 13:38:26,642855,N,Gateway error
Wallet,2021-02-09 12:34:28,18726,Y,
Card,2021-01-05 16:55:30,859230,Y,
Wallet,2021-10-19 11:46:48,257498,N,Insifficient funds
Card,2021-09-12 13:12:48,968466,N,Insufficient funds
Wallet,2021-10-06 08:47:07,927665,Y,
Wallet,2021-05-13 09:38:35,755492,Y,
Electronic,2021-03-05 08:31:40,254486,N,Gateway error
Wallet,2021-01-15 19:46:19,521327,N,Gateway error
Wallet,2021-04-06 18:48:31,685185,Y,
Wallet,2021-04-15 12:38:25,823588,Y,
Card,2021-08-20 10:44:28,780840,N,Gateway error
Electronic,2021-09-28 10:03:55,518726,N,Gateway error
Electronic,2021-07-20 14:41:51,387734,Y,
Wallet,2021-10-18 19:54:25,168620,Y,
Card,2021-05-24 10:10:05,221071,Y,
Card,2021-11-26 16:51:22,313224,Y,
Card,2021-04-23 08:37:21,249931,Y,
Electronic,2021-02-13 20:13:57,94266,Y,
Wallet,2021-11-09 18:17:22,291726,Y,
Card,2021-08-22 18:41:52,695866,N,Gateway error
Card,2021-09-09 16:04:19,954168,N,Gateway error
Card,2021-09-03 13:46:51,779781,N,Gateway error
Wallet,2021-07-08 12:58:34,629191,Y,
Wallet,2021-02-02 12:07:09,421151,Y,
Wallet,2021-02-25 15:40:02,226745,Y,
Electronic,2021-04-14 11:22:04,618481,Y,
Electronic,2021-06-23 09:46:43,595256,Y,
Card,2021-11-19 12:29:01,934915,N,CVV
Wallet,2021-12-26 09:04:49,727352,Y,
Electronic,2021-07-08 15:00:45,813427,N,Authentication error
Wallet,2021-09-05 12:32:50,806054,N,Insifficient funds
Card,2021-10-03 12:55:32,344103,N,Insufficient funds
Electronic,2021-05-16 18:34:09,641892,Y,
Electronic,2021-10-19 14:10:58,526697,N,Gateway error
Electronic,2021-09-28 08:21:31,576927,N,Gateway error
Wallet,2021-02-07 11:52:46,213844,N,Authentication error
Card,2021-07-20 14:34:21,704377,Y,
Card,2021-12-22 13:19:06,63269,N,Declined by merchant
Electronic,2021-11-24 13:41:15,59702,Y,
Card,2021-10-08 13:08:51,992205,Y,
Card,2021-02-04 09:56:37,908155,N,Declined by merchant
Card,2021-09-17 14:21:59,868412,Y,
Card,2021-11-14 08:28:56,742941,N,Insufficient funds
Card,2021-07-02 13:04:36,470292,N,CVV
Wallet,2021-09-19 09:26:05,405731,Y,
Electronic,2021-04-16 19:46:47,137503,N,Gateway error
Electronic,2021-01-18 19:05:28,673401,Y,
Card,2021-04-20 10:12:41,473698,Y,
Wallet,2021-11-10 08:48:39,447277,Y,
Electronic,2021-12-23 19:40:38,438973,N,Authentication error
Electronic,2021-09-26 16:14:41,27958,Y,
Electronic,2021-02-14 11:22:25,495586,N,Gateway error
Electronic,2021-09-13 20:30:02,364535,N,Gateway error
Electronic,2021-09-02 17:46:27,165118,Y,
Card,2021-09-22 15:17:11,635319,Y,
Wallet,2021-07-26 12:31:53,817976,N,Insifficient funds
Wallet,2021-04-01 19:11:28,569364,N,Authentication error
Wallet,2021-10-04 17:46:59,659253,Y,
Electronic,2021-01-10 13:01:32,380107,Y,
Card,2021-10-28 12:23:26,988313,Y,
Electronic,2021-04-11 10:13:40,128319,N,Authentication error
Card,2021-07-29 20:16:31,778232,Y,
Wallet,2021-08-15 16:07:02,696670,N,Authentication error
Electronic,2021-08-11 09:27:35,877289,N,Authentication error
Wallet,2021-10-21 12:23:24,686237,N,Gateway error
Wallet,2021-05-04 08:15:29,952871,N,Insifficient funds
Electronic,2021-04-19 09:51:32,731506,N,Authentication error
Electronic,2021-12-27 15:34:42,152273,N,Authentication error
Wallet,2021-02-17 17:54:37,194978,N,Authentication error
Wallet,2021-05-05 16:37:00,319396,N,Authentication error
Wallet,2021-11-28 09:05:33,769933,N,Gateway error
Card,2021-04-09 19:53:56,853213,N,Declined by merchant
Wallet,2021-09-26 13:42:41,352581,N,Authentication error
Wallet,2021-09-04 13:31:58,744127,N,Insifficient funds
Card,2021-08-11 17:10:10,550806,N,CVV
Electronic,2021-08-12 11:01:42,853780,N,Gateway error
Card,2021-08-21 19:13:38,403346,N,Declined by merchant
Electronic,2021-11-02 19:35:57,990594,Y,
Electronic,2021-07-28 09:31:53,795840,Y,
Card,2021-04-13 20:46:41,584081,Y,
Electronic,2021-10-13 10:25:35,250973,N,Gateway error
Card,2021-05-06 18:33:29,314452,N,Declined by merchant
Card,2021-01-16 12:03:12,933140,Y,
Wallet,2021-03-18 20:35:52,272882,Y,
Electronic,2021-07-25 09:19:14,880485,Y,
Electronic,2021-06-01 14:38:51,346323,Y,
Electronic,2021-04-08 09:16:02,262904,Y,
Electronic,2021-04-16 12:59:09,351496,N,Gateway error
Card,2021-07-27 20:52:35,100799,Y,
Electronic,2021-04-20 11:18:13,788344,Y,
Wallet,2021-10-02 10:11:12,903070,N,Gateway error
Electronic,2021-09-16 11:13:48,714078,Y,
Card,2021-11-09 18:19:09,56436,N,CVV
Card,2021-01-17 11:48:04,193289,Y,
Electronic,2021-05-22 19:11:01,986138,N,Authentication error
Wallet,2021-09-18 09:18:17,285923,Y,
Card,2021-04-16 17:16:57,991729,Y,
Electronic,2021-05-13 15:48:28,311544,Y,
Wallet,2021-10-24 14:23:12,260828,N,Insifficient funds
Electronic,2021-09-09 09:32:21,663498,N,Gateway error
Card,2021-07-18 13:31:10,6075,Y,
Electronic,2021-09-12 12:33:05,237429,N,Authentication error
Wallet,2021-12-03 08:21:23,986882,N,Insifficient funds
Card,2021-04-16 17:24:37,538858,Y,
Electronic,2021-04-11 19:00:46,490773,N,Authentication error
Electronic,2021-10-24 11:38:53,366287,Y,
Electronic,2021-10-18 18:19:57,467404,N,Gateway error
Card,2021-08-24 08:09:18,39540,Y,
Card,2021-04-01 18:51:39,564939,Y,
Card,2021-08-04 12:32:19,449866,N,Gateway error
Wallet,2021-05-13 10:28:13,697368,Y,
Wallet,2021-07-26 13:51:58,642924,Y,
Electronic,2021-09-28 13:00:44,338712,Y,
Electronic,2021-02-28 09:03:47,3382,Y,
Card,2021-07-17 15:34:52,89440,Y,
Electronic,2021-09-03 09:42:59,820144,Y,
Electronic,2021-12-06 12:15:19,174929,Y,
Card,2021-11-02 10:25:09,436538,N,Gateway error
Card,2021-09-10 15:01:35,636013,N,CVV
Wallet,2021-03-30 20:47:22,26532,Y,
Wallet,2021-08-01 17:29:23,984587,N,Gateway error
Electronic,2021-10-18 16:07:07,932985,Y,
Card,2021-03-10 20:28:25,273217,N,Declined by merchant
Wallet,2021-04-23 17:40:44,906717,Y,
Wallet,2021-02-03 08:18:26,719469,N,Authentication error
Wallet,2021-08-12 14:56:17,783237,N,Insifficient funds
Card,2021-03-01 16:35:13,978720,Y,
Electronic,2021-09-25 18:12:56,227219,N,Gateway error
Card,2021-01-03 14:28:46,160989,Y,
Wallet,2021-05-04 13:41:11,549422,Y,
Wallet,2021-06-01 10:37:43,355465,N,Gateway error
Card,2021-07-04 20:38:39,655371,N,Insufficient funds
Wallet,2021-09-13 13:43:56,701007,Y,
Electronic,2021-06-22 16:41:00,476365,Y,
Card,2021-03-21 15:00:49,167548,N,Declined by merchant
Electronic,2021-11-11 15:30:32,58812,Y,
Electronic,2021-03-27 18:37:11,440845,N,Authentication error
Card,2021-09-29 13:27:08,5782,Y,
Wallet,2021-11-04 15:18:43,249612,Y,
Electronic,2021-09-18 10:12:50,831597,Y,
Electronic,2021-10-13 08:38:01,38007,Y,
Electronic,2021-03-16 15:07:34,968070,Y,
Card,2021-04-03 16:47:12,962107,Y,
Wallet,2021-04-24 10:17:22,120200,Y,
Wallet,2021-02-25 16:38:29,431601,Y,
Electronic,2021-03-01 12:15:12,999491,Y,
Card,2021-06-01 16:21:30,708924,N,Gateway error
Wallet,2021-08-20 16:49:45,3653,Y,
Electronic,2021-03-27 19:44:32,860162,N,Gateway error
Wallet,2021-06-05 14:40:40,646946,N,Authentication error
Card,2021-01-23 16:18:56,847434,Y,
Wallet,2021-08-05 11:17:20,235368,N,Gateway error
Wallet,2021-07-27 15:36:37,228642,N,Authentication error
Electronic,2021-02-27 11:33:37,507207,Y,
Card,2021-02-11 15:42:20,626501,N,Insufficient funds
Card,2021-11-18 09:14:05,992247,Y,
Electronic,2021-06-27 16:39:06,261826,N,Authentication error
Card,2021-04-22 19:44:38,248813,N,CVV
Wallet,2021-07-23 12:28:37,847270,Y,
Electronic,2021-12-18 20:17:51,554548,N,Gateway error
Wallet,2021-05-04 19:32:23,860131,Y,
Wallet,2021-12-02 08:04:24,279198,N,Gateway error
Wallet,2021-12-12 18:02:19,955897,Y,
Wallet,2021-08-28 09:51:45,502454,N,Gateway error
Card,2021-08-23 09:23:19,139321,N,CVV
Wallet,2021-05-28 10:20:42,855339,Y,
Electronic,2021-11-20 13:12:18,781430,N,Gateway error
Card,2021-03-15 09:10:07,368679,Y,
Wallet,2021-01-04 09:05:51,345678,Y,
Card,2021-09-05 11:06:06,735025,Y,
Card,2021-04-19 11:20:42,44185,Y,
Electronic,2021-05-06 20:46:57,391721,N,Authentication error
Electronic,2021-11-20 17:42:27,194235,N,Gateway error
Card,2021-07-10 19:53:53,751459,N,CVV
Wallet,2021-07-16 12:38:12,285312,Y,
Card,2021-05-19 13:05:35,142863,N,Insufficient funds
Electronic,2021-08-28 15:28:12,814613,Y,
Card,2021-08-29 18:41:36,805136,Y,
Wallet,2021-06-22 15:24:10,800565,N,Authentication error
Electronic,2021-11-16 08:30:09,101411,Y,
Wallet,2021-09-03 09:40:11,686369,N,Gateway error
Electronic,2021-11-27 20:35:35,610136,Y,
Electronic,2021-06-24 15:36:50,611869,Y,
Electronic,2021-12-03 08:00:15,746508,Y,
Card,2021-09-21 13:34:16,745551,N,Declined by merchant
Electronic,2021-04-01 08:18:54,714741,N,Gateway error
Card,2021-07-22 10:28:16,949375,N,Declined by merchant
Card,2021-12-07 14:33:22,82542,Y,
Electronic,2021-01-25 17:32:04,885727,N,Gateway error
Card,2021-01-16 09:12:39,547126,Y,
Wallet,2021-04-25 11:30:33,59863,N,Insifficient funds
Electronic,2021-07-17 19:38:30,901104,Y,
Wallet,2021-04-29 14:18:53,158260,N,Gateway error
Wallet,2021-01-21 11:28:13,724188,N,Insifficient funds
Wallet,2021-09-17 18:40:35,869605,Y,
Wallet,2021-09-14 15:58:20,548562,Y,
Wallet,2021-11-24 19:13:29,912224,Y,
Wallet,2021-07-26 13:30:19,279028,Y,
Wallet,2021-09-15 18:09:19,973326,N,Authentication error
Electronic,2021-02-14 10:24:15,244446,N,Gateway error
Electronic,2021-07-18 11:59:53,862717,Y,
Electronic,2021-10-20 10:50:45,2655,N,Authentication error
Electronic,2021-02-23 10:26:45,637905,N,Gateway error
Card,2021-01-09 13:36:24,614005,Y,
Wallet,2021-10-22 17:33:07,103858,Y,
Electronic,2021-09-29 16:13:11,547280,N,Authentication error
Wallet,2021-09-22 14:42:41,385899,N,Gateway error
Card,2021-10-11 08:31:08,228605,N,Declined by merchant
Card,2021-07-23 20:52:38,234508,Y,
Electronic,2021-05-18 12:40:26,606536,Y,
Electronic,2021-05-03 09:59:43,702455,N,Authentication error
Wallet,2021-01-25 19:44:37,710780,Y,
Electronic,2021-12-15 10:21:23,218294,Y,
Wallet,2021-05-16 17:17:09,356957,Y,
Electronic,2021-05-29 13:22:38,967321,N,Gateway error
Wallet,2021-05-08 12:31:22,874802,N,Insifficient funds
Card,2021-08-25 20:22:21,146494,N,Gateway error
Electronic,2021-10-23 15:13:40,708247,Y,
Card,2021-09-25 10:57:30,576499,N,Declined by merchant
Electronic,2021-09-29 20:15:43,696843,Y,
Wallet,2021-01-04 16:43:33,188363,Y,
Electronic,2021-01-27 11:58:04,560011,N,Gateway error
Card,2021-09-28 08:09:44,60994,Y,
Wallet,2021-09-01 09:05:07,564294,Y,
Wallet,2021-05-03 13:26:44,603459,Y,
Electronic,2021-04-19 13:26:00,856837,N,Authentication error
Wallet,2021-12-10 10:44:04,15623,Y,
Wallet,2021-01-17 19:08:06,578677,N,Gateway error
Card,2021-02-21 15:10:05,812447,N,Gateway error
Card,2021-08-01 09:07:41,550859,Y,
Card,2021-12-13 17:02:20,750293,Y,
Wallet,2021-02-21 20:32:05,485496,Y,
Wallet,2021-07-30 15:08:08,738413,N,Authentication error
Wallet,2021-07-19 17:25:58,152688,N,Authentication error
Electronic,2021-06-03 16:57:22,461107,Y,
Card,2021-04-02 14:44:39,174877,N,Declined by merchant
Card,2021-09-19 19:09:50,70867,N,Gateway error
Electronic,2021-02-23 12:58:42,23250,Y,
Wallet,2021-02-16 17:22:23,439091,N,Gateway error
Card,2021-03-27 19:45:01,467800,N,Insufficient funds
Card,2021-06-03 10:39:01,624257,N,Gateway error
Wallet,2021-03-01 08:26:00,917852,N,Insifficient funds
Electronic,2021-03-26 14:22:23,894950,N,Gateway error
Wallet,2021-12-28 09:38:57,39342,N,Authentication error
Electronic,2021-08-02 17:20:47,482593,N,Gateway error
Card,2021-07-16 12:16:44,421495,N,Declined by merchant
Card,2021-09-19 15:42:07,891918,N,Gateway error
Card,2021-05-08 12:37:52,157959,Y,
Card,2021-07-19 12:14:40,692151,Y,
Electronic,2021-02-01 09:01:04,68610,Y,
Card,2021-09-07 14:22:04,943721,Y,
Wallet,2021-10-21 20:48:22,197626,Y,
Card,2021-09-13 09:55:08,617455,Y,
Electronic,2021-01-22 16:45:07,109228,Y,
Card,2021-10-18 11:20:20,299960,N,Insufficient funds
Wallet,2021-05-09 13:20:14,783903,Y,
Electronic,2021-10-26 13:24:02,672761,N,Gateway error
Wallet,2021-04-26 19:59:52,1550,Y,
Card,2021-03-22 19:32:23,335967,N,CVV
Electronic,2021-05-21 11:07:15,300402,N,Gateway error
Electronic,2021-11-29 13:08:43,859324,Y,
Card,2021-07-17 19:55:39,827726,Y,
Wallet,2021-12-15 12:07:17,196093,N,Insifficient funds
Card,2021-10-10 12:10:29,675161,N,CVV
Card,2021-06-07 16:24:26,178690,N,Gateway error
Electronic,2021-09-14 11:08:37,491700,Y,
Card,2021-12-27 15:33:23,640807,Y,
Electronic,2021-07-17 16:55:08,238523,N,Gateway error
Electronic,2021-04-15 10:24:54,271881,N,Authentication error
Card,2021-03-27 20:52:46,173306,Y,
Wallet,2021-07-10 09:39:35,970485,N,Authentication error
Electronic,2021-03-28 17:55:44,251518,N,Authentication error
Card,2021-01-27 11:48:19,725695,N,CVV
Wallet,2021-04-29 18:51:00,215512,Y,
Electronic,2021-06-23 12:28:04,968586,N,Gateway error
Card,2021-05-19 16:38:31,882686,N,Insufficient funds
Card,2021-11-14 15:53:34,266667,Y,
Electronic,2021-05-17 08:38:48,277526,Y,
Electronic,2021-04-03 20:31:39,256653,N,Authentication error
Electronic,2021-03-11 11:26:34,243345,Y,
Electronic,2021-12-20 09:22:26,499797,Y,
Card,2021-06-09 08:09:59,217220,N,CVV
Card,2021-08-13 13:55:08,557178,Y,
Card,2021-06-02 10:03:00,180569,N,CVV
Card,2021-12-05 20:27:09,82227,N,Declined by merchant
Wallet,2021-12-02 14:01:51,536903,Y,
Wallet,2021-07-17 17:16:34,613024,N,Gateway error
Card,2021-10-19 20:06:54,437040,N,Declined by merchant
Wallet,2021-12-09 13:19:44,213896,N,Gateway error
Card,2021-09-01 19:08:58,988727,Y,
Wallet,2021-03-23 10:45:12,125002,Y,
Card,2021-01-12 16:09:03,617160,N,Gateway error
Electronic,2021-08-14 17:08:17,726566,Y,
Wallet,2021-04-23 18:26:19,97095,Y,
Card,2021-05-29 17:52:27,607884,N,Insufficient funds
Electronic,2021-10-11 16:57:33,197144,Y,
Card,2021-03-18 10:55:42,965637,Y,
Wallet,2021-05-14 10:41:24,892390,N,Authentication error
Card,2021-11-10 13:35:09,371374,Y,
Electronic,2021-11-06 15:17:40,364857,Y,
Card,2021-01-01 20:36:34,670994,Y,
Card,2021-03-16 08:04:54,847306,Y,
Card,2021-09-09 16:06:17,846663,Y,
Card,2021-12-12 14:51:54,277490,Y,
Card,2021-10-22 11:06:33,751899,N,Declined by merchant
Wallet,2021-01-09 09:32:24,726294,Y,
Electronic,2021-05-24 09:38:31,140013,N,Authentication error
Electronic,2021-07-14 19:23:57,978960,N,Authentication error
Wallet,2021-06-25 12:54:26,284650,N,Authentication error
Card,2021-09-12 13:40:58,226410,Y,
Wallet,2021-04-03 15:54:41,749092,N,Insifficient funds
Electronic,2021-03-29 18:36:53,111940,Y,
Wallet,2021-10-19 10:08:25,921126,Y,
Wallet,2021-03-11 10:11:38,261736,Y,
Wallet,2021-10-20 20:56:43,524983,N,Insifficient funds
Card,2021-08-22 18:01:13,214847,N,Insufficient funds
Wallet,2021-03-03 15:49:52,995398,Y,
Wallet,2021-05-08 13:19:42,306805,Y,
Wallet,2021-01-20 17:40:37,885813,Y,
Wallet,2021-06-18 11:37:12,662777,Y,
Wallet,2021-04-08 08:50:54,783134,N,Authentication error
Card,2021-02-07 08:42:47,542960,Y,
Card,2021-01-14 15:48:00,340182,N,Declined by merchant
Card,2021-07-09 11:52:24,506487,N,Gateway error
Electronic,2021-07-20 19:18:46,976671,N,Gateway error
Card,2021-11-23 12:14:04,769033,Y,
Electronic,2021-01-08 10:12:52,314055,N,Authentication error
Wallet,2021-11-26 11:51:14,543022,N,Insifficient funds
Card,2021-05-25 13:43:37,795994,N,Insufficient funds
Card,2021-03-25 20:26:18,58641,Y,
Wallet,2021-07-15 17:57:14,207894,Y,
Electronic,2021-11-29 12:34:14,724572,N,Authentication error
Wallet,2021-11-25 16:32:22,1792,Y,
Card,2021-09-30 11:04:21,142524,Y,
Wallet,2021-06-01 14:52:49,461536,Y,
Electronic,2021-03-23 09:41:24,252371,N,Gateway error
Card,2021-11-07 13:09:39,411322,Y,
Wallet,2021-05-13 14:34:45,402577,N,Authentication error
Card,2021-12-04 19:04:33,918605,Y,
Electronic,2021-12-19 18:02:56,244000,Y,
Wallet,2021-12-02 12:11:42,444582,N,Authentication error
Card,2021-11-03 14:01:58,903060,N,Insufficient funds
Wallet,2021-04-09 19:04:46,648586,Y,
Wallet,2021-03-06 08:29:30,462700,Y,
Wallet,2021-07-22 11:31:51,120951,Y,
Electronic,2021-12-21 12:53:29,412026,N,Gateway error
Card,2021-04-27 08:53:42,699085,N,Insufficient funds
Wallet,2021-02-02 14:40:35,630402,N,Authentication error
Electronic,2021-11-27 14:38:36,32443,N,Gateway error
Electronic,2021-08-29 08:02:19,610185,N,Gateway error
Electronic,2021-09-05 14:57:56,25395,Y,
Wallet,2021-04-20 18:50:46,346210,Y,
Electronic,2021-11-06 13:01:15,527113,Y,
Electronic,2021-12-14 08:32:19,800162,N,Authentication error
Card,2021-03-05 10:52:00,308751,Y,
Wallet,2021-02-19 10:46:31,402727,N,Authentication error
Wallet,2021-03-29 11:49:38,247197,N,Insifficient funds
Electronic,2021-02-07 08:33:30,237275,Y,
Electronic,2021-11-22 11:04:27,315537,N,Gateway error
Wallet,2021-03-03 17:35:30,762652,Y,
Electronic,2021-01-04 12:55:01,66882,Y,
Electronic,2021-05-30 12:49:15,403654,Y,
Wallet,2021-01-18 13:43:39,251117,Y,
Card,2021-04-11 16:00:30,192647,Y,
Card,2021-09-21 18:52:25,108239,Y,
Card,2021-06-15 10:44:41,379052,Y,
Card,2021-10-15 14:01:18,890395,N,CVV
Card,2021-07-25 08:07:48,832661,N,Insufficient funds
Card,2021-10-23 10:01:47,690618,N,Gateway error
Wallet,2021-01-26 14:19:42,403016,N,Authentication error
Card,2021-04-01 14:44:38,108563,Y,
Wallet,2021-02-26 12:30:19,652144,N,Insifficient funds
Card,2021-12-19 16:58:47,106602,Y,
Electronic,2021-06-18 19:20:42,346828,N,Authentication error
Electronic,2021-06-02 19:12:14,638303,N,Gateway error
Electronic,2021-04-25 17:45:18,127233,N,Gateway error
Electronic,2021-09-01 13:26:42,775963,N,Gateway error
Card,2021-09-23 13:21:04,689138,Y,
Card,2021-04-24 09:32:31,943244,N,Declined by merchant
Card,2021-06-06 14:24:16,864236,Y,
Wallet,2021-12-25 16:42:17,67879,Y,
Electronic,2021-03-11 14:29:59,459027,N,Authentication error
Electronic,2021-01-09 08:11:29,192049,N,Authentication error
Electronic,2021-10-28 16:50:53,510063,Y,
Card,2021-01-27 19:52:39,275983,N,CVV
Electronic,2021-12-29 18:35:00,51213,N,Authentication error
Card,2021-11-03 12:46:17,668027,N,Gateway error
Electronic,2021-07-04 12:27:44,182852,Y,
Wallet,2021-09-22 15:10:04,221712,N,Gateway error
Electronic,2021-04-06 15:11:58,823582,N,Gateway error
Card,2021-02-17 15:48:33,744547,N,Insufficient funds
Electronic,2021-02-04 20:11:31,754518,Y,
Card,2021-11-16 17:36:02,110386,N,Insufficient funds
Card,2021-05-14 11:09:42,896193,Y,
Electronic,2021-12-08 13:34:48,439300,N,Authentication error
Electronic,2021-11-16 16:12:36,955816,Y,
Electronic,2021-10-06 19:20:39,33869,Y,
Electronic,2021-10-03 13:17:45,866781,N,Gateway error
Electronic,2021-02-09 18:55:05,103715,Y,
Electronic,2021-04-07 17:12:29,711389,N,Authentication error
Card,2021-10-15 12:08:36,898854,N,Insufficient funds
Electronic,2021-11-05 20:24:26,574042,Y,
Electronic,2021-10-29 16:00:14,657326,N,Gateway error
Card,2021-05-04 19:28:59,258285,N,Declined by merchant
Card,2021-08-17 11:08:54,961335,Y,
Wallet,2021-04-11 16:46:26,884997,N,Gateway error
Card,2021-01-16 09:12:49,451798,Y,
Card,2021-02-04 10:13:10,357725,Y,
Electronic,2021-08-11 19:51:10,369996,N,Gateway error
Electronic,2021-02-17 20:42:15,444845,N,Gateway error
Card,2021-10-05 15:38:19,928892,N,Gateway error
Electronic,2021-10-21 08:21:30,186090,Y,
Card,2021-09-19 09:22:11,20049,N,CVV
Electronic,2021-05-11 11:55:52,846062,N,Authentication error
Wallet,2021-10-26 19:37:23,769972,N,Insifficient funds
Electronic,2021-07-28 10:31:55,387057,N,Gateway error
Electronic,2021-12-03 15:10:47,675825,N,Gateway error
Card,2021-10-22 12:11:34,444013,Y,
Card,2021-12-17 14:18:57,179792,Y,
Electronic,2021-08-16 20:57:58,539064,Y,
Electronic,2021-09-29 09:12:53,677692,Y,
Card,2021-09-06 19:38:33,468156,Y,
Wallet,2021-04-01 08:13:44,893474,Y,
Electronic,2021-08-29 08:49:03,998654,N,Authentication error
Electronic,2021-09-25 10:21:27,892096,Y,
Electronic,2021-07-28 15:47:38,372690,N,Authentication error
Wallet,2021-11-12 11:46:40,672207,Y,
Electronic,2021-10-28 13:09:00,626196,N,Authentication error
Wallet,2021-03-07 18:47:04,339851,Y,
Wallet,2021-01-26 16:06:38,741667,N,Gateway error
Electronic,2021-11-30 19:40:31,591936,Y,
Wallet,2021-07-12 12:45:13,505813,N,Insifficient funds
Wallet,2021-01-19 20:49:33,971463,Y,
Card,2021-01-07 17:11:14,484072,Y,
Electronic,2021-07-13 14:37:11,26400,N,Gateway error
Electronic,2021-02-20 19:41:10,628890,Y,
Card,2021-03-25 18:04:07,16215,N,Declined by merchant
Wallet,2021-04-05 17:38:53,619958,Y,
Card,2021-08-11 09:29:59,505845,N,Gateway error
Card,2021-04-29 16:50:52,548682,Y,
Wallet,2021-10-17 17:50:47,646079,Y,
Card,2021-04-11 15:10:22,360775,N,Declined by merchant
Wallet,2021-08-24 16:03:11,673876,N,Gateway error
Card,2021-10-18 11:18:24,345310,N,Gateway error
Card,2021-12-28 18:08:27,703752,Y,
Card,2021-11-30 11:03:38,99363,Y,
Card,2021-11-16 16:17:50,151814,Y,
Electronic,2021-10-04 09:37:16,229428,Y,
Card,2021-11-19 09:32:47,446391,Y,
Electronic,2021-10-03 19:13:46,671925,Y,
Electronic,2021-06-02 18:02:40,560868,N,Gateway error
