id, payment type, payment trans id, payment trans success, failure reason
839, Card, 49395, Y, 
840, Card, 51077, Y, 
841, Electronic, 16366, N, Account locked
842, Internet Banking, 67895, Y, 
843, Card, 21709, Y, 
844, Internet Banking, 49589, Y, 
845, Card, 75808, Y, 
846, Internet Banking, 73007, Y, 
847, Internet Banking, 37556, Y, 
848, Gift card, 54780, Y, 
849, Cash, 39694, Y, 
850, Gift card, 53376, Y, 
851, Cash, 27262, N, Insufficent funds
852, Internet Banking, 62846, N, Account locked
853, Cash, 40396, Y, 
854, Electronic, 95938, N, Account locked
855, Card, 63901, N, Invalid zip code
856, Internet Banking, 29079, Y, 
857, Electronic, 71231, Y, 
858, Gift card, 91539, N, Insufficent funds
859, Cash, 60662, Y, 
860, Card, 88406, Y, 
861, Gift card, 33904, N, Insufficent funds
862, Electronic, 82276, N, Account locked
863, Card, 59667, Y, 
864, Card, 36955, Y, 
865, Card, 97476, N, Invalid card number
866, Internet Banking, 73873, Y, 
867, Card, 85032, Y, 
868, Cash, 88031, N, Insufficent funds
869, Electronic, 92694, Y, 
870, Card, 94256, Y, 
871, Gift card, 38875, Y, 
872, Card, 19945, Y, 
873, Electronic, 42595, Y, 
874, Gift card, 17728, Y, 
875, Internet Banking, 39946, Y, 
876, Gift card, 83306, Y, 
877, Gift card, 10972, Y, 
878, Internet Banking, 30386, N, Account locked
879, Card, 82694, Y, 
880, Gift card, 60487, Y, 
881, Cash, 36845, N, Insufficent funds
882, Gift card, 32736, N, Insufficent funds
883, Card, 88396, Y, 
884, Electronic, 58709, N, Account locked
885, Cash, 19755, Y, 
886, Internet Banking, 75717, N, Account locked
887, Internet Banking, 58802, Y, 
888, Gift card, 41614, Y, 
889, Internet Banking, 35782, Y, 
890, Card, 98370, N, Invalid zip code
891, Card, 44920, Y, 
892, Electronic, 49714, Y, 
893, Electronic, 15492, Y, 
894, Card, 94091, Y, 
895, Gift card, 34729, Y, 
896, Electronic, 18386, Y, 
897, Internet Banking, 32540, N, Account locked
898, Electronic, 59393, N, Account locked
899, Internet Banking, 43345, Y, 
900, Card, 56089, Y, 
901, Internet Banking, 64063, N, Account locked
902, Gift card, 58413, Y, 
903, Electronic, 68163, N, Account locked
904, Internet Banking, 21770, Y, 
905, Card, 66360, Y, 
906, Internet Banking, 69321, Y, 
907, Gift card, 56705, N, Insufficent funds
908, Gift card, 54779, Y, 
909, Card, 70036, Y, 
910, Electronic, 24098, Y, 
911, Cash, 87057, Y, 
912, Cash, 22665, Y, 
913, Internet Banking, 60805, Y, 
914, Cash, 59948, Y, 
915, Gift card, 41303, Y, 
916, Electronic, 62360, N, Account locked
917, Cash, 87951, Y, 
918, Gift card, 90201, Y, 
919, Card, 41063, Y, 
920, Gift card, 56082, N, Insufficent funds
921, Gift card, 43231, Y, 
922, Electronic, 35012, N, Account locked
923, Card, 36573, Y, 
924, Cash, 68370, Y, 
925, Gift card, 19968, N, Insufficent funds
926, Electronic, 14824, Y, 
927, Internet Banking, 29564, Y, 
928, Electronic, 19156, Y, 
929, Card, 82463, Y, 
930, Cash, 26904, N, Insufficent funds
931, Card, 77464, Y, 
932, Internet Banking, 89806, Y, 
933, Electronic, 72099, Y, 
934, Cash, 83836, Y, 
935, Electronic, 80936, Y, 
936, Cash, 10749, N, Insufficent funds
937, Gift card, 35850, Y, 
938, Cash, 69896, Y, 
939, Cash, 97995, N, Insufficent funds
940, Gift card, 26203, Y, 
941, Internet Banking, 19781, Y, 
942, Cash, 53652, N, Insufficent funds
943, Cash, 31451, Y, 
944, Gift card, 51084, Y, 
945, Gift card, 45021, Y, 
946, Card, 32373, N, Invalid CVV
947, Card, 56679, N, Invalid CVV
948, Electronic, 88881, Y, 
949, Cash, 71779, Y, 
950, Electronic, 74477, Y, 
951, Electronic, 92851, N, Account locked
952, Electronic, 92066, Y, 
953, Gift card, 71639, Y, 
954, Cash, 47027, Y, 
955, Internet Banking, 23856, Y, 
956, Electronic, 13134, Y, 
957, Gift card, 92403, Y, 
958, Electronic, 88378, N, Account locked
959, Gift card, 26435, Y, 
960, Gift card, 59213, Y, 
961, Gift card, 98219, Y, 
962, Card, 24732, Y, 
963, Cash, 27379, Y, 
964, Card, 69940, Y, 
965, Gift card, 60679, Y, 
966, Card, 75159, N, Invalid CVV
967, Cash, 46041, Y, 
968, Electronic, 24536, Y, 
969, Cash, 91017, Y, 
970, Internet Banking, 58316, N, Account locked
971, Electronic, 21502, Y, 
972, Cash, 87717, Y, 
973, Cash, 81108, N, Insufficent funds
974, Card, 30261, N, Invalid CVV
975, Internet Banking, 91273, Y, 
976, Cash, 96117, N, Insufficent funds
977, Internet Banking, 17702, Y, 
978, Internet Banking, 12478, Y, 
979, Internet Banking, 93161, Y, 
980, Electronic, 88820, Y, 
981, Internet Banking, 66046, N, Account locked
982, Card, 23087, Y, 
983, Card, 86043, Y, 
984, Internet Banking, 55933, Y, 
985, Cash, 97030, Y, 
986, Gift card, 68178, N, Insufficent funds
987, Gift card, 64183, N, Insufficent funds
988, Cash, 11259, Y, 
989, Gift card, 41780, Y, 
990, Internet Banking, 14894, N, Account locked
991, Card, 30066, Y, 
992, Internet Banking, 39101, N, Account locked
993, Internet Banking, 32499, Y, 
994, Gift card, 56299, Y, 
995, Gift card, 55961, N, Insufficent funds
996, Card, 21730, Y, 
997, Gift card, 23830, Y, 
998, Gift card, 29876, Y, 
999, Gift card, 67849, Y, 
1000, Electronic, 65935, Y, 
1001, Internet Banking, 19999, Y, 
1002, Cash, 18694, N, Insufficent funds
1003, Gift card, 74712, Y, 
1004, Cash, 24062, N, Insufficent funds
1005, Internet Banking, 65666, Y, 
1006, Internet Banking, 64149, Y, 
1007, Cash, 97775, N, Insufficent funds
1008, Internet Banking, 64434, Y, 
1009, Cash, 20542, Y, 
1010, Cash, 74541, N, Insufficent funds
1011, Electronic, 30565, Y, 
1012, Internet Banking, 94879, Y, 
1013, Electronic, 90775, N, Account locked
1014, Internet Banking, 32760, Y, 
1015, Internet Banking, 44641, Y, 
1016, Electronic, 72907, Y, 
1017, Cash, 15596, N, Insufficent funds
1018, Cash, 87372, Y, 
1019, Internet Banking, 30399, N, Account locked
1020, Cash, 70375, Y, 
1021, Card, 85146, N, Invalid CVV
1022, Cash, 76416, Y, 
1023, Card, 77715, N, Invalid CVV
1024, Electronic, 52465, Y, 
1025, Gift card, 46948, N, Insufficent funds
1026, Card, 20842, Y, 
1027, Internet Banking, 88809, Y, 
1028, Gift card, 40980, Y, 
1029, Card, 56647, N, Invalid CVV
1030, Card, 66034, Y, 
1031, Gift card, 59369, Y, 
1032, Electronic, 44949, N, Account locked
1033, Cash, 67273, Y, 
1034, Gift card, 87034, Y, 
1035, Card, 34884, N, Invalid zip code
1036, Cash, 69638, Y, 
1037, Gift card, 56639, Y, 
1038, Cash, 63168, Y, 
1039, Cash, 14533, N, Insufficent funds
1040, Internet Banking, 41967, Y, 
1041, Electronic, 90841, Y, 
1042, Internet Banking, 15574, Y, 
1043, Electronic, 31663, N, Account locked
1044, Gift card, 48619, Y, 
1045, Card, 95515, Y, 
1046, Cash, 81990, Y, 
1047, Electronic, 87818, Y, 
1048, Cash, 17248, N, Insufficent funds
1049, Gift card, 68246, Y, 
1050, Electronic, 36422, N, Account locked
1051, Electronic, 14708, Y, 
1052, Electronic, 54309, Y, 
1053, Electronic, 99578, Y, 
1054, Gift card, 52947, N, Insufficent funds
1055, Cash, 12000, Y, 
1056, Gift card, 91903, Y, 
1057, Cash, 97162, Y, 
1058, Card, 26234, Y, 
1059, Cash, 65395, N, Insufficent funds
1060, Internet Banking, 92495, N, Account locked
1061, Electronic, 77933, Y, 
1062, Cash, 44794, Y, 
1063, Cash, 85365, Y, 
1064, Cash, 10582, Y, 
1065, Card, 97607, Y, 
1066, Internet Banking, 29416, Y, 
1067, Electronic, 93471, Y, 
1068, Electronic, 36713, N, Account locked
1069, Electronic, 44656, Y, 
1070, Card, 40210, Y, 
1071, Cash, 84377, Y, 
1072, Card, 60719, Y, 
1073, Internet Banking, 85516, Y, 
1074, Cash, 48594, Y, 
1075, Card, 59987, Y, 
1076, Cash, 41295, Y, 
1077, Internet Banking, 66074, N, Account locked
1078, Gift card, 39770, Y, 
1079, Electronic, 33525, Y, 
1080, Cash, 53473, Y, 
1081, Internet Banking, 24823, Y, 
1082, Gift card, 12830, Y, 
1083, Cash, 62931, Y, 
1084, Electronic, 73528, N, Account locked
1085, Electronic, 42740, Y, 
1086, Electronic, 75347, Y, 
1087, Card, 33425, N, Invalid CVV
1088, Card, 78387, Y, 
1089, Internet Banking, 42539, Y, 
1090, Cash, 31052, Y, 
1091, Gift card, 83448, Y, 
1092, Electronic, 88143, Y, 
1093, Electronic, 95401, N, Account locked
1094, Gift card, 57078, Y, 
1095, Electronic, 85209, Y, 
1096, Cash, 53798, N, Insufficent funds
1097, Internet Banking, 28802, Y, 
1098, Card, 33075, Y, 
1099, Electronic, 51317, Y, 
1100, Internet Banking, 51392, Y, 
1101, Gift card, 46909, N, Insufficent funds
1102, Internet Banking, 26297, N, Account locked
1103, Internet Banking, 44071, Y, 
1104, Cash, 78529, Y, 
1105, Gift card, 30249, Y, 
1106, Cash, 47211, N, Insufficent funds
1107, Card, 91509, N, Invalid CVV
1108, Electronic, 61593, N, Account locked
1109, Card, 88027, N, Invalid CVV
1110, Cash, 79756, Y, 
1111, Electronic, 52839, N, Account locked
1112, Card, 61679, N, Invalid card number
1113, Gift card, 18156, Y, 
1114, Gift card, 57713, N, Insufficent funds
1115, Electronic, 22440, Y, 
1116, Gift card, 76311, Y, 
1117, Gift card, 38081, Y, 
1118, Internet Banking, 97750, Y, 
1119, Electronic, 61062, Y, 
1120, Internet Banking, 32015, Y, 
1121, Electronic, 69397, N, Account locked
1122, Electronic, 43418, Y, 
1123, Internet Banking, 91075, Y, 
1124, Cash, 64526, Y, 
1125, Gift card, 52194, Y, 
1126, Gift card, 68018, Y, 
1127, Internet Banking, 84338, Y, 
1128, Internet Banking, 97856, Y, 
1129, Card, 18763, Y, 
1130, Card, 19954, N, Invalid zip code
1131, Card, 51966, N, Invalid card number
1132, Cash, 30026, Y, 
1133, Card, 63059, Y, 
1134, Gift card, 41131, Y, 
1135, Internet Banking, 31170, Y, 
1136, Internet Banking, 29354, Y, 
1137, Cash, 32690, Y, 
1138, Internet Banking, 44116, Y, 
1139, Internet Banking, 89106, N, Account locked
1140, Electronic, 55576, Y, 
1141, Card, 75558, Y, 
1142, Card, 35147, Y, 
1143, Electronic, 24758, Y, 
1144, Electronic, 55459, Y, 
1145, Card, 89777, Y, 
1146, Internet Banking, 32631, Y, 
1147, Card, 77212, Y, 
1148, Cash, 94474, Y, 
1149, Cash, 80273, Y, 
1150, Internet Banking, 90196, Y, 
1151, Gift card, 29905, N, Insufficent funds
1152, Cash, 47513, Y, 
1153, Internet Banking, 42077, Y, 
1154, Internet Banking, 92301, Y, 
1155, Cash, 88187, Y, 
1156, Card, 40959, Y, 
1157, Cash, 15398, N, Insufficent funds
1158, Internet Banking, 78637, Y, 
1159, Electronic, 16130, Y, 
1160, Gift card, 90381, N, Insufficent funds
1161, Cash, 33175, Y, 
1162, Card, 15617, Y, 
1163, Electronic, 55774, Y, 
1164, Cash, 83722, Y, 
1165, Cash, 33854, N, Insufficent funds
1166, Electronic, 91741, Y, 
1167, Internet Banking, 57072, Y, 
1168, Cash, 77857, Y, 
1169, Gift card, 74934, N, Insufficent funds
1170, Internet Banking, 25779, Y, 
1171, Internet Banking, 98538, Y, 
1172, Cash, 86753, Y, 
1173, Gift card, 68592, Y, 
1174, Internet Banking, 93929, Y, 
1175, Cash, 46884, Y, 
1176, Gift card, 51129, Y, 
1177, Electronic, 25048, Y, 
1178, Gift card, 67719, Y, 
1179, Card, 50422, Y, 
1180, Gift card, 89997, Y, 
1181, Cash, 15099, Y, 
1182, Electronic, 13748, Y, 
1183, Card, 23714, Y, 
1184, Cash, 92736, Y, 
1185, Cash, 40782, Y, 
1186, Electronic, 52101, Y, 
1187, Gift card, 77071, Y, 
1188, Cash, 35028, N, Insufficent funds
1189, Gift card, 28377, N, Insufficent funds
1190, Card, 36468, N, Invalid card number
1191, Internet Banking, 19389, Y, 
1192, Internet Banking, 70423, Y, 
1193, Cash, 76573, Y, 
1194, Internet Banking, 72800, Y, 
1195, Electronic, 55584, N, Account locked
1196, Cash, 66535, Y, 
1197, Gift card, 67093, N, Insufficent funds
1198, Electronic, 49797, Y, 
1199, Internet Banking, 93452, Y, 
1200, Cash, 15391, Y, 
1201, Gift card, 51952, Y, 
1202, Cash, 85819, Y, 
1203, Card, 77336, Y, 
1204, Internet Banking, 38661, Y, 
1205, Gift card, 92378, Y, 
1206, Electronic, 56301, N, Account locked
1207, Cash, 52577, N, Insufficent funds
1208, Gift card, 94294, N, Insufficent funds
1209, Cash, 47062, N, Insufficent funds
1210, Electronic, 97168, Y, 
1211, Gift card, 56716, Y, 
1212, Gift card, 72236, Y, 
1213, Internet Banking, 68417, N, Account locked
1214, Cash, 42182, Y, 
1215, Internet Banking, 70678, N, Account locked
1216, Internet Banking, 53255, N, Account locked
1217, Internet Banking, 38382, Y, 
1218, Internet Banking, 35696, N, Account locked
1219, Internet Banking, 85512, Y, 
1220, Cash, 22968, N, Insufficent funds
1221, Internet Banking, 23822, Y, 
1222, Electronic, 39261, Y, 
1223, Internet Banking, 92148, Y, 
1224, Gift card, 62232, Y, 
1225, Card, 36797, Y, 
1226, Internet Banking, 44870, Y, 
1227, Card, 58008, Y, 
1228, Cash, 38870, Y, 
1229, Cash, 20437, Y, 
1230, Internet Banking, 62791, Y, 
1231, Gift card, 91518, Y, 
1232, Cash, 52284, N, Insufficent funds
1233, Card, 63309, Y, 
1234, Gift card, 59267, N, Insufficent funds
1235, Electronic, 32944, N, Account locked
1236, Cash, 95395, Y, 
1237, Internet Banking, 84118, N, Account locked
1238, Electronic, 13982, Y, 
1239, Gift card, 33349, Y, 
1240, Cash, 72006, Y, 
1241, Internet Banking, 41548, Y, 
1242, Card, 10375, Y, 
1243, Electronic, 85431, Y, 
1244, Card, 62270, N, Invalid CVV
1245, Internet Banking, 23949, Y, 
1246, Gift card, 88408, N, Insufficent funds
1247, Electronic, 71254, N, Account locked
1248, Electronic, 65903, N, Account locked
1249, Cash, 31957, Y, 
1250, Card, 20795, Y, 
1251, Card, 90135, Y, 
1252, Card, 53370, Y, 
1253, Electronic, 81721, Y, 
1254, Cash, 22688, Y, 
1255, Card, 33258, N, Invalid card number
1256, Card, 26288, Y, 
1257, Card, 87090, Y, 
1258, Electronic, 66221, N, Account locked
1259, Electronic, 44359, Y, 
1260, Gift card, 64137, Y, 
1261, Internet Banking, 57568, N, Account locked
1262, Gift card, 31633, Y, 
1263, Card, 58585, Y, 
1264, Internet Banking, 52752, N, Account locked
1265, Card, 25502, Y, 
1266, Electronic, 19696, Y, 
1267, Electronic, 36771, N, Account locked
1268, Internet Banking, 29494, Y, 
1269, Internet Banking, 63945, Y, 
1270, Electronic, 88103, N, Account locked
1271, Gift card, 32395, Y, 
1272, Cash, 15873, Y, 
1273, Card, 17618, N, Invalid CVV
1274, Electronic, 96346, Y, 
1275, Internet Banking, 11027, Y, 
1276, Electronic, 48291, Y, 
1277, Internet Banking, 55664, Y, 
1278, Card, 55495, Y, 
1279, Gift card, 63680, Y, 
1280, Card, 87644, Y, 
1281, Card, 79683, Y, 
1282, Gift card, 45159, Y, 
1283, Internet Banking, 31941, Y, 
1284, Electronic, 47257, Y, 
1285, Cash, 13660, Y, 
1286, Cash, 29427, Y, 
1287, Card, 54984, Y, 
1288, Internet Banking, 95112, Y, 
1289, Internet Banking, 66109, N, Account locked
1290, Electronic, 89521, N, Account locked
1291, Card, 98373, Y, 
1292, Cash, 52469, Y, 
1293, Cash, 62177, N, Insufficent funds
1294, Internet Banking, 10514, Y, 
1295, Card, 72743, N, Invalid zip code
1296, Card, 47154, Y, 
1297, Internet Banking, 60304, Y, 
1298, Electronic, 76662, Y, 
1299, Electronic, 12652, N, Account locked
1300, Gift card, 94263, Y, 
1301, Gift card, 59018, Y, 
1302, Cash, 41831, Y, 
1303, Cash, 22997, N, Insufficent funds
1304, Electronic, 12983, Y, 
1305, Cash, 84244, N, Insufficent funds
1306, Cash, 57457, Y, 
1307, Cash, 87029, Y, 
1308, Card, 20859, N, Invalid CVV
1309, Internet Banking, 86028, Y, 
1310, Cash, 83762, N, Insufficent funds
1311, Internet Banking, 94143, Y, 
1312, Internet Banking, 85734, Y, 
1313, Electronic, 18533, Y, 
1314, Cash, 62744, Y, 
1315, Internet Banking, 36037, Y, 
1316, Internet Banking, 44092, Y, 
1317, Cash, 90735, Y, 
1318, Card, 97127, Y, 
1319, Electronic, 88531, N, Account locked
1320, Cash, 62683, Y, 
1321, Cash, 60418, N, Insufficent funds
1322, Electronic, 93372, Y, 
1323, Electronic, 12273, Y, 
1324, Cash, 98302, N, Insufficent funds
1325, Internet Banking, 48470, N, Account locked
1326, Card, 19821, Y, 
1327, Cash, 52402, Y, 
1328, Gift card, 27022, Y, 
1329, Electronic, 56958, Y, 
1330, Cash, 74480, Y, 
1331, Cash, 85150, N, Insufficent funds
1332, Card, 39369, Y, 
1333, Internet Banking, 73419, Y, 
1334, Cash, 42060, Y, 
1335, Cash, 48347, N, Insufficent funds
1336, Gift card, 84907, N, Insufficent funds
1337, Internet Banking, 57318, N, Account locked
1338, Electronic, 89787, N, Account locked
1339, Cash, 74239, Y, 
1340, Internet Banking, 53826, Y, 
1341, Electronic, 54760, Y, 
1342, Gift card, 48598, Y, 
1343, Electronic, 30952, N, Account locked
1344, Cash, 77517, Y, 
1345, Gift card, 53966, Y, 
1346, Internet Banking, 93058, Y, 
1347, Card, 80498, N, Invalid card number
1348, Card, 67734, N, Invalid CVV
1349, Card, 44137, Y, 
1350, Card, 63743, Y, 
1351, Cash, 72471, Y, 
1352, Cash, 87960, Y, 
1353, Internet Banking, 69367, Y, 
1354, Internet Banking, 34486, N, Account locked
1355, Card, 16656, Y, 
1356, Internet Banking, 62244, Y, 
1357, Internet Banking, 73915, N, Account locked
1358, Electronic, 16391, N, Account locked
1359, Gift card, 90365, Y, 
1360, Cash, 54529, N, Insufficent funds
1361, Electronic, 49608, Y, 
1362, Card, 27394, Y, 
1363, Electronic, 81205, Y, 
1364, Gift card, 51015, Y, 
1365, Gift card, 47959, Y, 
1366, Electronic, 16931, Y, 
1367, Internet Banking, 84523, N, Account locked
1368, Electronic, 67871, N, Account locked
1369, Card, 97586, Y, 
1370, Electronic, 24886, N, Account locked
1371, Gift card, 22924, Y, 
1372, Card, 67186, Y, 
1373, Gift card, 88311, N, Insufficent funds
1374, Card, 16099, Y, 
1375, Electronic, 22774, Y, 
1376, Cash, 97483, N, Insufficent funds
1377, Internet Banking, 95914, N, Account locked
1378, Cash, 15899, Y, 
1379, Cash, 56268, Y, 
1380, Gift card, 33474, Y, 
1381, Internet Banking, 68073, Y, 
1382, Electronic, 37397, Y, 
1383, Internet Banking, 62067, Y, 
1384, Card, 74440, Y, 
1385, Internet Banking, 91672, Y, 
1386, Cash, 86814, Y, 
1387, Cash, 29636, Y, 
1388, Gift card, 11615, N, Insufficent funds
1389, Card, 32468, N, Invalid zip code
1390, Internet Banking, 84639, Y, 
1391, Electronic, 78906, Y, 
1392, Cash, 10936, Y, 
1393, Internet Banking, 84395, Y, 
1394, Card, 99156, Y, 
1395, Electronic, 95478, Y, 
1396, Electronic, 50399, N, Account locked
1397, Internet Banking, 70243, Y, 
1398, Internet Banking, 98954, Y, 
1399, Gift card, 65310, Y, 
1400, Electronic, 71684, Y, 
1401, Electronic, 26663, Y, 
1402, Gift card, 95407, N, Insufficent funds
1403, Cash, 51353, Y, 
1404, Card, 67066, Y, 
1405, Card, 70349, Y, 
1406, Electronic, 62503, Y, 
1407, Cash, 95175, Y, 
1408, Internet Banking, 85145, Y, 
1409, Cash, 58771, Y, 
1410, Internet Banking, 67776, N, Account locked
1411, Gift card, 41646, N, Insufficent funds
1412, Internet Banking, 81673, Y, 
1413, Internet Banking, 50067, Y, 
1414, Internet Banking, 37089, Y, 
1415, Card, 91512, N, Invalid zip code
1416, Electronic, 16579, Y, 
1417, Cash, 65784, Y, 
1418, Cash, 72130, N, Insufficent funds
1419, Gift card, 40584, N, Insufficent funds
1420, Internet Banking, 92904, Y, 
1421, Card, 62747, Y, 
1422, Gift card, 68993, N, Insufficent funds
1423, Card, 80845, Y, 
1424, Card, 85108, Y, 
1425, Internet Banking, 78017, Y, 
1426, Cash, 83550, Y, 
1427, Cash, 24064, Y, 
1428, Internet Banking, 95525, Y, 
1429, Gift card, 68441, N, Insufficent funds
1430, Internet Banking, 79042, Y, 
1431, Electronic, 65283, Y, 
1432, Cash, 91855, Y, 
1433, Electronic, 32027, Y, 
1434, Card, 55329, N, Invalid CVV
1435, Internet Banking, 85429, Y, 
1436, Gift card, 64777, Y, 
1437, Cash, 42329, Y, 
1438, Card, 12095, N, Invalid CVV
1439, Gift card, 44309, Y, 
1440, Internet Banking, 83573, Y, 
1441, Card, 92745, Y, 
1442, Electronic, 42687, N, Account locked
1443, Gift card, 67054, Y, 
1444, Card, 85464, Y, 
1445, Electronic, 29566, Y, 
1446, Internet Banking, 32072, N, Account locked
1447, Gift card, 80863, N, Insufficent funds
1448, Internet Banking, 67474, Y, 
1449, Card, 35316, Y, 
1450, Cash, 21382, Y, 
1451, Internet Banking, 16947, Y, 
1452, Card, 95754, N, Invalid CVV
1453, Card, 42137, Y, 
1454, Gift card, 61066, Y, 
1455, Gift card, 43048, Y, 
1456, Card, 19879, N, Invalid card number
1457, Gift card, 11953, Y, 
1458, Gift card, 75083, N, Insufficent funds
1459, Internet Banking, 61359, Y, 
1460, Card, 92272, Y, 
1461, Internet Banking, 87117, Y, 
1462, Card, 54065, Y, 
1463, Card, 44156, Y, 
1464, Electronic, 83341, N, Account locked
1465, Internet Banking, 95050, Y, 
1466, Card, 44803, Y, 
1467, Electronic, 21282, N, Account locked
